mu,phi,sigma_h
-0.8242093123130241,0.9473102749877749,0.12905530826200462
-0.9367132951536511,0.9505202543541402,0.122582663176788
-1.11472058990733,0.9716069909861003,0.11100548441448387
-1.149653801137362,0.9514358771417641,0.12197667140849647
-1.186685549883184,0.9886685864376821,0.12197667140849647
-1.1973249073852077,0.984626279488754,0.12418888738445914
-1.2073845074930805,0.974971779596001,0.11665222660838691
-1.222847887462532,0.9798805365526351,0.10898032138915077
-1.3129230393591491,0.9762720606533231,0.11011853293810599
-1.296238195137142,0.9762720606533231,0.11021471370094732
-1.2561633383541333,0.9752332554937179,0.11008244377793343
-1.188087281067891,0.9791119118784035,0.11863479768436483
-1.3688912141412675,0.989945833757073,0.12337776995353211
-1.3513053199960219,0.9812648331477698,0.11971558846385082
-1.2331693645568482,0.9875149456598576,0.12374128734316933
-1.181735135413644,0.9881943234303762,0.11441546135955687
-1.2577331117996575,0.987482590341049,0.11525265060878662
-1.4260966013185468,0.9849622565504674,0.11280023239152792
-1.4674070365638514,0.9856942219485206,0.11280023239152792
-1.4956801530563053,0.9802346039637995,0.11816763389178936
-1.3950555134590448,0.9672526225035022,0.1191783785780169
-1.4913783278757184,0.9666723986131165,0.11916297205346556
-1.5593312610709291,0.9743756641398094,0.12600113708333194
-1.577631536766548,0.9839722253827338,0.12394214644288643
-1.442370539095888,0.9776406071259537,0.11468936770280506
-1.3945451648117373,0.9753188691019612,0.11468936770280506
-1.3782340179420725,0.9694403412215039,0.12456333664339496
-1.4020994160915112,0.9820168720307423,0.1226563132437201
-1.3166748867240332,0.9721505936434195,0.1216482677468713
-1.3490893587723165,0.9475466447276829,0.12090647861225895
-1.2458454669136678,0.9712627224514495,0.12135872181394028
-1.2010030223002715,0.9746329006928861,0.11392661300466596
-1.1221110215186463,0.9711564081681874,0.11392661300466596
-1.1855862502311485,0.9853255857442503,0.11237089073367777
-1.0924313970385977,0.9583376385420542,0.12239862799800695
