t,output_gap_obs,inflation_obs,interest_rate_obs,output_gap_true,inflation_true,interest_rate_true,output_gap_filt,inflation_filt,interest_rate_filt,output_gap_filt_std,inflation_filt_std,interest_rate_filt_std,ess,resampled
415,0.210499,-0.253232,-0.373506,0.100127,0.002185,-0.373394,0.006742722910394755,-0.046903494875188724,-0.38653829047123367,0.10413012195414127,0.08217860167343437,0.0719766069535134,2000.0,1
416,-0.486519,-0.227251,-0.598745,0.096913,-0.011049,-0.375242,-0.20268655565309898,-0.18271704591554083,-0.5132366004144451,0.09697326839209207,0.08810249564049465,0.07218395288302795,2000.0,1
417,0.308126,0.026052,-0.2723,0.070065,-0.140443,-0.308037,0.0325429512269144,-0.004350610097956512,-0.34407405185162404,0.10735181705318571,0.08011543549338888,0.07180079720801208,2000.0,1
418,-0.394789,0.118023,-0.036669,0.214738,-0.085491,-0.231129,-0.03212648115909202,0.09000614315873859,-0.16414965238595,0.1149207190182831,0.08027550966305488,0.0671577431585107,2000.0,1
419,-0.002485,-0.181124,0.00087,0.120725,-0.069377,-0.156722,-0.005612197940536254,0.006176160313672457,-0.08580652933223418,0.10941225379715981,0.08381279035096308,0.06960422864471673,2000.0,1
420,0.309868,0.075903,0.139924,0.104799,0.170716,-0.043171,0.13849400399275058,0.08623470571527556,0.06337339943732455,0.1083847267422751,0.07767950050259652,0.06921445226555034,2000.0,1
421,0.130795,0.24581,0.018814,0.194252,0.153375,0.12079,0.11066350136694686,0.10302830998033488,0.08821972581844474,0.10588627826072404,0.0816350563849409,0.06983190722213917,1109.7178143290257,0
422,-0.163126,-0.2383,0.263477,0.130111,0.110765,0.172262,0.029061331338670744,0.020972165663764773,0.1438676063237719,0.1127397426564464,0.0799236917636781,0.07177641782599463,2000.0,1
423,-0.185253,-0.14754,0.170641,0.033494,0.131639,0.24284,-0.03808048631074846,-0.02601061638644123,0.11626765974379794,0.10629086194271849,0.08065128716342831,0.06931370514597213,1034.7818594708892,0
424,0.294882,0.204256,0.430252,0.089501,0.246366,0.407823,0.16211603736850033,0.15452073464436086,0.29970894002099174,0.11422169026409996,0.08315665194376545,0.0723023848858704,2000.0,1
425,-0.341245,0.405889,0.263097,0.043056,0.173405,0.390392,0.006358185119253879,0.17515266993681203,0.3017615024080382,0.10623734596489746,0.08547272440569655,0.0689729648051668,2000.0,1
426,0.266884,-0.026306,0.356615,0.041086,0.039053,0.421061,0.08393603800675004,0.09064823651118561,0.3240577395719294,0.10470501801991824,0.08123814684368935,0.06973299276383385,2000.0,1
427,0.062327,0.034868,0.353438,0.073347,0.019728,0.421063,0.08066295667986768,0.07143744371135963,0.32738102936013935,0.10503903189208932,0.08275345600372078,0.07081842601592274,1412.9702305869903,0
428,-0.389528,-0.066793,0.317858,-0.151049,-0.236861,0.228002,-0.05528988939327836,0.010248549393784294,0.2690366801471526,0.09758229891600803,0.08139167437978695,0.07311572750891414,2000.0,1
429,-0.24652,0.183678,0.103997,-0.129897,-0.132355,0.023925,-0.11388701074624728,0.013163633315170068,0.16395226807841176,0.10780904451321319,0.07865860228842608,0.07036721949716992,2000.0,1
430,-0.322676,0.011877,0.113388,-0.119231,0.098404,0.085706,-0.15899685988034337,-0.016216179652907114,0.09523593060963328,0.10391373403702146,0.0824931939020448,0.06931028615223565,1200.9005056647538,0
431,0.082908,-0.02433,-0.115176,-0.090337,-0.021805,0.019866,-0.11571951445448085,-0.07257862611988214,-0.029459306495715383,0.10275071166338104,0.08154718539152588,0.07293860267384011,2000.0,1
432,-0.147738,0.199903,-0.068544,-0.294223,-0.073405,-0.03738,-0.09930425629010906,0.00971362110687798,-0.04219234800028091,0.10399698017067514,0.08081617836842889,0.0707943874438023,2000.0,1
433,-0.766195,-0.457883,-0.361638,-0.422363,-0.229553,-0.287027,-0.3623829981063048,-0.24667560261953766,-0.2955132511702029,0.0940654597924135,0.06515694791617789,0.06012167370802268,2000.0,1
434,-0.55738,-0.09829,-0.46842,-0.476662,-0.252427,-0.555387,-0.39555751634341807,-0.2067712286288947,-0.4385692239523874,0.10334744876695397,0.08160803483405416,0.06777847524334958,1054.9391024173508,0
435,-0.540206,-0.313846,-0.493109,-0.367569,-0.161099,-0.610928,-0.40131390621850704,-0.23448330459092037,-0.5350828760353052,0.1028045459746932,0.08253966338914774,0.07179286216606798,2000.0,1
436,-0.320181,-0.338485,-0.614163,-0.578883,-0.353856,-0.719802,-0.35797851100400324,-0.2591857477386339,-0.6259277204069762,0.10551868130569708,0.08208643252778526,0.07105819400762707,1333.4179214758956,0
437,-1.068814,-0.487711,-1.095781,-0.798794,-0.451318,-1.020259,-0.6367574408864073,-0.44562029927825564,-0.9737643133571829,0.09050330215925827,0.07734917715346051,0.07314163699015973,2000.0,1
438,-0.317611,-0.62841,-1.440008,-0.638457,-0.484708,-1.166055,-0.571731251456329,-0.5484963027434204,-1.2791694224134007,0.10649266075261493,0.08103204546404495,0.06645272470765679,2000.0,1
439,-0.524724,-0.361616,-1.330376,-0.518066,-0.214151,-1.15368,-0.5079722967183099,-0.40436252107369275,-1.3261048331893672,0.10433903444659247,0.08326354232841016,0.07013418034487667,1382.376126796874,0
440,-0.661041,-0.342715,-0.99908,-0.428655,-0.384177,-1.141243,-0.4392494260702809,-0.25613468784576454,-1.1758158994362016,0.10810943007393839,0.07938521061814155,0.07349665146046246,2000.0,1
441,-0.597295,-0.237385,-1.239958,-0.46184,-0.386716,-1.199833,-0.4779457068881863,-0.28244307778508504,-1.2048630514410565,0.10794076594924358,0.07755713601783261,0.06885898051742842,1091.666895822465,0
442,-0.732268,-0.361525,-1.271986,-0.571944,-0.342064,-1.196914,-0.5428669820638747,-0.33110513353192844,-1.2573416703917861,0.09914756941402758,0.08012721285362996,0.06717272810892128,2000.0,1
443,-0.74038,-0.465042,-1.134326,-0.485457,-0.475559,-1.298592,-0.5330872078085244,-0.33323871934181853,-1.2343119916806455,0.10523620780771206,0.08471777701405477,0.0703714671647614,2000.0,1
444,-0.343743,-0.448715,-1.305833,-0.362708,-0.534391,-1.432349,-0.46168314963571444,-0.36634360590034637,-1.28142160364419,0.10944226018002329,0.08118741698899508,0.07075207333726447,1128.4436880485266,0
445,-0.484366,-0.457564,-1.326503,-0.238783,-0.311821,-1.328948,-0.4674485365438651,-0.3764228165102173,-1.3174550026438365,0.10773264377220072,0.08142333245538103,0.0736257731392019,2000.0,1
446,-0.465028,-0.006788,-1.124266,-0.028955,-0.117742,-1.094926,-0.3663228072409296,-0.17908777572055648,-1.1714315363207968,0.1032182756007525,0.07761107733007015,0.07040243489073947,2000.0,1
447,0.16908,0.116155,-0.883415,0.245015,-0.006747,-0.870205,-0.11595903226692371,-0.024662717429668895,-0.9290648590534906,0.11207965363264147,0.07804204371081967,0.06879565564972659,2000.0,1
448,-0.097278,0.510058,-0.587368,0.263293,0.119514,-0.610084,-0.019388754055098444,0.18131948539892567,-0.6262060846914751,0.10624440724107805,0.08637323922699515,0.06348305195425631,2000.0,1
449,-0.016708,0.274443,-0.119546,0.133724,0.330858,-0.279551,0.06725600354572399,0.23232858404953757,-0.28140483217757906,0.10650978892478044,0.07530895595662691,0.06567827830580841,2000.0,1
450,-0.134697,0.202447,-0.041847,0.047123,0.271159,-0.084094,0.029370261337477707,0.177634422120327,-0.09723439314370294,0.10831831785742874,0.0815422035788173,0.0704839729198847,1052.1281190874804,0
451,-0.157121,0.312289,0.04263,0.017123,0.196944,-0.029973,0.0019399361755638963,0.16901751720672212,0.023235703225700816,0.11088593525629895,0.08330507232866442,0.06901232634889913,2000.0,1
452,0.450866,0.427835,0.278877,0.050673,0.304969,0.16195,0.2071399258870939,0.26247529945748516,0.24055409486714066,0.11221204937262132,0.08219705436691756,0.07081978852310247,2000.0,1
453,0.019267,0.023906,0.045757,0.007985,0.104169,0.162725,0.05119940473016139,0.051645805801059506,0.1515263888765379,0.10743886387008893,0.08635410996913805,0.07131081382563836,2000.0,1
454,0.030864,-0.051633,0.25226,-0.01821,0.008841,0.176774,0.058220632728065505,0.038271859326395256,0.18842161179966127,0.10764237049622617,0.08169663935790789,0.07138584814538072,1181.70740074841,0
455,-0.54499,0.114877,0.07189,-0.18971,0.033708,0.101346,-0.13875080713351906,0.00425419685863264,0.10044254212735632,0.11178049390521379,0.0826640813094554,0.07218734645921383,2000.0,1
456,-0.263837,-0.259896,-0.198589,-0.133044,-0.135758,0.053021,-0.23910012575739292,-0.17645187696778067,-0.11873752948106518,0.1162718229263083,0.08350058407123477,0.07396768913978749,2000.0,1
457,0.047884,-0.032053,-0.23041,0.004824,0.029527,-0.017593,-0.13432816199331202,-0.11381586985320585,-0.1874593756680221,0.10995038217979677,0.08288164039515067,0.07140969912529457,1013.0424488000309,0
458,-0.117652,0.094864,-0.137986,0.087253,0.081425,-0.036175,-0.08552077961999756,-0.01131876316985563,-0.15523982000011297,0.1060667943872192,0.08152838859863062,0.07011546780236613,2000.0,1
459,0.257711,0.249386,0.117204,0.076098,0.099995,0.064081,0.10491858325509634,0.14812288640572227,0.03935607594837204,0.10855535911020008,0.08458906564851257,0.07463209499014795,2000.0,1
460,-0.154325,0.014295,0.206061,0.086215,0.104985,0.194681,0.04515284327648686,0.09710718405753192,0.12909093912522082,0.11028308124814283,0.08586365934598214,0.07430621928923759,2000.0,1
461,0.142923,-0.450512,0.111272,0.200197,-0.174154,0.092835,0.03800594093235995,-0.09499594856034486,0.06906265227027597,0.10733977910834679,0.07679626409314226,0.07203030191239364,2000.0,1
462,0.046501,-0.500663,0.200228,0.163712,-0.213173,0.005133,0.04292774189199791,-0.1285914253749359,0.07311715144369203,0.11051272665442398,0.07479794799710758,0.07162192549232524,2000.0,1
463,0.305081,-0.32249,-0.118328,0.272216,-0.133578,0.008581,0.059217933422743056,-0.16401150981381998,-0.05639165367531981,0.10745339411321075,0.07967633994157029,0.07007359435911838,2000.0,1
464,0.025314,-0.284932,0.064695,0.153412,-0.087957,0.067438,0.06362870993418086,-0.0910194885521221,-0.032398779367473624,0.10750334495757678,0.08233435832778475,0.07270966871237475,2000.0,1
465,0.029637,0.004196,0.02129,0.083815,0.027388,-0.009153,0.06591167017251129,-0.006145883368060077,0.0006243597354192526,0.10639040673898163,0.08377076163736563,0.07196332807280692,1367.4488246482638,0
466,0.21444,-0.025873,0.038487,0.261666,0.152459,0.112115,0.1057143865535683,0.012612596310384585,0.033849530046651095,0.10971551928804611,0.07919797671160092,0.0694458316598087,2000.0,1
467,0.146176,-0.08225,0.221844,0.293054,0.023164,0.219011,0.13748473351695825,0.04401071324517074,0.128197887707818,0.11117955613253636,0.08304948296370432,0.07183183637378947,2000.0,1
468,0.328369,-0.055533,0.067191,0.23135,0.06058,0.227186,0.15555452405445097,0.004115428423529684,0.10735555807323012,0.10969872505737148,0.08288675607633196,0.07087846269860254,1011.9768846025287,0
469,0.197827,0.078726,0.437965,0.15015,0.144802,0.296975,0.23425899181573812,0.13859764854704476,0.29997325821365856,0.1069413620514103,0.07994554654703036,0.074989526564353,2000.0,1
470,0.182587,0.32999,0.300947,0.20031,0.131614,0.369109,0.2065019279041607,0.1784994157208849,0.34774863921564353,0.1081180030868581,0.08255187234747367,0.07166543348671207,1097.3686742227576,0
471,0.052302,0.429591,0.612859,0.138394,0.330298,0.409719,0.221887458562526,0.2867919442122859,0.5285305021139335,0.10876784737405265,0.0813723368733547,0.07103196169391285,2000.0,1
472,0.409957,0.379554,0.520616,0.250648,0.377134,0.523864,0.26604436868099873,0.2542126072142246,0.5805816487959472,0.10852799495689922,0.08139536290887502,0.06995550618062672,1023.3672893174186,0
473,0.401344,0.353515,0.87149,0.448511,0.422669,0.768685,0.35183653169638535,0.32550518953033936,0.7672616595350754,0.09933111066282614,0.07843017578813724,0.06802256976000001,2000.0,1
474,0.345122,0.246566,0.836215,0.406462,0.311551,0.841545,0.3327711270414754,0.2638132116694323,0.8205012442192152,0.10210010100153569,0.08052319469212213,0.06899667148134657,1457.1703547068084,0
475,0.425807,0.466517,0.968878,0.404869,0.417355,0.971953,0.3824615377124064,0.33640866472516695,0.9363243772892681,0.10682569127502974,0.08341394984445175,0.06968249397016449,2000.0,1
476,0.612555,0.460717,1.00641,0.273237,0.373091,1.064813,0.44709905174243114,0.351600312246432,1.0225843049549204,0.1052025465630384,0.0831298505524605,0.07006339867368783,2000.0,1
477,0.043308,0.218367,1.089747,0.31138,0.354509,1.077835,0.3067729247679328,0.2708618067798595,1.0379053021193472,0.1091520293441923,0.08168108597935042,0.07002463558172366,2000.0,1
478,0.341314,0.15211,0.923082,0.187343,0.146638,0.891282,0.2722074815339238,0.18006351286765104,0.9525795963054549,0.10557355958560732,0.0833713619884516,0.07094942273913915,1270.6742040231004,0
479,-0.186331,-0.182078,0.712394,0.192303,0.122665,0.79082,0.06340725571424032,-0.008587132351805365,0.7313706903842344,0.10827689198944206,0.07800686661149081,0.07006593055676005,2000.0,1
480,-0.079034,-0.068389,0.601623,-0.122489,-0.100146,0.614127,0.011950322357865143,-0.014395560513645262,0.5851435121918247,0.10794415400340278,0.08157431954822345,0.07117114298834566,1322.48420109108,0
481,0.138314,0.047298,0.291905,-0.176703,-0.067025,0.352915,-0.0008681690771813998,-0.03506808195115981,0.38884205688866724,0.1051838101678535,0.08104482807310982,0.06920957152610206,2000.0,1
482,0.082572,-0.094474,0.497536,-0.015162,-0.052464,0.26757,0.06715158735793507,0.012669915876971334,0.3940473977812462,0.10641328924503948,0.08122372916530576,0.07029631021138215,2000.0,1
483,0.253057,0.463571,0.329087,0.218932,0.191092,0.33806,0.13867385478942323,0.1539336700877033,0.39933136753424836,0.1072160099544207,0.08002908718339784,0.07162516577845876,2000.0,1
484,0.025627,-0.027879,0.530163,0.137717,0.104307,0.37564,0.12006084528803873,0.10558472724151316,0.4410019783224532,0.10407492118925601,0.08123632782229222,0.07052638361446249,1048.4873954324923,0
485,0.119632,0.079272,0.400321,0.113423,0.046656,0.419883,0.10553452066454753,0.08092609484361173,0.4065765227718371,0.10741564997007956,0.07922874142358657,0.0692577457910878,2000.0,1
486,0.040247,0.275111,0.524747,0.09066,0.280485,0.498818,0.12399238384335536,0.16573170966050535,0.4720433644664716,0.10898410421871857,0.0787306442010628,0.07052435473694937,2000.0,1
487,0.10293,0.238967,0.494097,0.260126,0.254012,0.626234,0.12355367603355502,0.16262548111965333,0.4895697548383622,0.10790605872356294,0.07974158829259279,0.07097615198010855,1264.0244976364286,0
488,0.103677,0.072977,0.556658,0.161652,0.090126,0.601365,0.1289902918692746,0.12222532882471909,0.5048839707704048,0.1045560960096183,0.08424999800521014,0.07092635016052418,2000.0,1
489,0.284018,0.138457,0.54789,0.244342,0.122391,0.526837,0.18174382374155426,0.13544712912205864,0.5295139306871645,0.10406450876656512,0.08068933953712885,0.07105720212145501,1197.2602288588273,0
490,-0.069561,0.07084,0.480288,0.083882,-0.056353,0.321688,0.08511800701713224,0.08239753421505211,0.47397889013471994,0.10702668795188883,0.07938468978608353,0.07195813785977709,2000.0,1
491,-0.074814,0.316921,0.351296,0.086442,0.11026,0.329098,0.02497882736677229,0.11386623533126942,0.40846227978097527,0.1035475355914485,0.08253458385799503,0.06962107569996666,2000.0,1
492,-0.420292,-0.008756,0.359652,-0.148243,-0.008419,0.22128,-0.09942173587758255,0.027863060741348943,0.32771052587457533,0.1036392040219448,0.08281154587018709,0.07191815445097714,2000.0,1
493,0.154326,-0.004772,0.173265,0.076181,-0.127069,0.109192,-0.03467948735232594,-0.016898019662915605,0.22095330282438908,0.1041853190297092,0.08096252050261415,0.07052558384673835,1103.2881575864076,0
494,0.348213,-0.052057,0.352693,0.239148,0.053208,0.189953,0.11564518353672078,0.039579052928727446,0.27837201235886555,0.09656983537269832,0.08050883958076335,0.07038632807480064,2000.0,1
495,0.273024,0.242499,0.29408,0.226692,0.127606,0.299984,0.16945558377087636,0.12225776123743663,0.3149119546295908,0.1025975955627689,0.08315304797939804,0.06934150693674192,1079.2810879889157,0
496,0.316108,0.074232,0.529239,0.123074,0.188531,0.290217,0.23570442916761955,0.1586119531925375,0.4366459165658064,0.09738640572392866,0.08010196307182672,0.06919075415582145,2000.0,1
497,0.161177,0.31882,0.25915,0.143603,0.155221,0.30769,0.16110509402668113,0.1363831278029385,0.3803632363753697,0.10345262231541677,0.08157013621105859,0.07175186467123344,2000.0,1
498,0.205377,0.385045,0.16804,0.126974,0.053449,0.244686,0.12927760802465466,0.1272997587555902,0.3127016513373993,0.10837877871074282,0.08077026056038306,0.0708985598391351,2000.0,1
499,0.139683,-0.078313,0.076667,0.078916,-0.06,0.197672,0.044389042218227405,-0.025245660276420254,0.1735502361884341,0.10588208076696007,0.08032248036424548,0.07208176750856389,2000.0,1
