t,output_gap_obs,inflation_obs,interest_rate_obs,output_gap_true,inflation_true,interest_rate_true,output_gap_filt,inflation_filt,interest_rate_filt,output_gap_filt_std,inflation_filt_std,interest_rate_filt_std,ess,resampled
135,0.185656,-0.00831,0.408249,0.156469,0.048396,0.413817,0.0913369497441058,0.08127973813569642,0.38665944267097285,0.10457891163035742,0.07983252736603076,0.07200840565468432,1259.6440412530008,0
136,0.11083,0.095328,0.419267,0.114238,0.046715,0.418735,0.10150236661893085,0.09283020483405834,0.39617316304991423,0.10531804556326879,0.083232741260078,0.070318298809315,2000.0,1
137,-0.039878,-0.255058,0.287982,-0.096492,-0.135237,0.173961,0.01640984259136471,-0.05317089442654979,0.2790088633262159,0.107982773536254,0.08238940040954293,0.07073145261489412,2000.0,1
138,-0.103301,-0.284235,0.117589,-0.320204,-0.231506,-0.003153,-0.05709061766887998,-0.12863273812622733,0.12741763641005083,0.107550238716235,0.08243694796157129,0.07277277864387338,2000.0,1
139,-0.669716,-0.153636,-0.139805,-0.316672,-0.190976,-0.106884,-0.2717361414109671,-0.17742580924132384,-0.10219242187648706,0.10352272003621944,0.0822486502484394,0.07280490005378443,2000.0,1
140,0.042527,-0.021127,-0.143707,-0.152236,-0.148073,-0.122312,-0.1392429274505225,-0.08549712936073875,-0.14075136460175053,0.10400586284010145,0.08197483133187265,0.07021697642045245,2000.0,1
141,-0.126144,-0.148252,-0.184758,-0.1278,-0.196116,-0.251187,-0.1332532298865846,-0.1003346403783158,-0.18867030332083332,0.10647289364325639,0.08339413303713493,0.07250025379951751,1381.9167866623109,0
142,-0.30383,-0.076926,-0.462881,-0.263074,-0.265794,-0.404362,-0.23006669180782652,-0.15573994660509366,-0.3504725708893281,0.106919187679047,0.08178192490663243,0.0701088678011579,2000.0,1
143,-0.450631,-0.021987,-0.368888,-0.156408,-0.007742,-0.427752,-0.2600584575855186,-0.11214117398591997,-0.3799515638277991,0.10566812340185938,0.08047875297582748,0.07118106697787548,1049.9981847745007,0
144,-0.000875,-0.188196,-0.416739,-0.101484,-0.138371,-0.407949,-0.17687925571281574,-0.13853992128494155,-0.41242191175101967,0.10338593647011614,0.08239105347951041,0.07151217112331958,2000.0,1
145,-0.587266,0.121988,-0.539578,-0.104445,-0.283609,-0.442638,-0.2907905782913229,-0.09940613661864053,-0.47863329822624456,0.102781631853509,0.08145933129420165,0.07084794207858891,2000.0,1
146,-0.024821,-0.182409,-0.654954,-0.1545,-0.241545,-0.55927,-0.23443770515189594,-0.1773421799461904,-0.567962046655494,0.10555144097633054,0.08317756577246882,0.07264033834279383,2000.0,1
147,-0.5029,-0.247249,-0.422732,-0.204479,-0.139327,-0.567438,-0.26267965893613493,-0.14738728288498995,-0.5262942197839588,0.10674887616333949,0.0805745971513685,0.07194254801137974,2000.0,1
148,-0.140473,-0.18296,-0.473202,-0.151164,-0.078821,-0.45756,-0.1949632068982284,-0.13486662897552895,-0.5055598570703117,0.10624620339101869,0.08125760763738624,0.07132874902445603,1310.982840093328,0
149,-0.19416,-0.379596,-0.301814,-0.170327,-0.238194,-0.465849,-0.14300438553907133,-0.13916330588006626,-0.4331324978452566,0.11318078399399772,0.08115798645513045,0.07211750413161226,2000.0,1
150,0.047465,0.076915,-0.473948,-0.186443,-0.063571,-0.422585,-0.07472988315392291,-0.06102058782734875,-0.41528432349158706,0.1073519961954421,0.0798861098723431,0.07160684616409899,1043.61848020249,0
151,-0.216643,-0.105838,-0.27317,-0.180912,-0.051181,-0.30229,-0.0869151272888381,-0.04497065350307674,-0.3398183741913598,0.10700710412940641,0.0790483449139905,0.07139153463286381,2000.0,1
152,-0.093951,0.013915,0.011826,0.044877,-0.005189,-0.227442,-0.008174443993445954,0.05566725915175594,-0.14260832712182775,0.1060661790493602,0.07914477564956922,0.06735245443093539,2000.0,1
153,0.046693,-0.052283,-0.262814,0.148013,-0.042757,-0.157076,-0.0328132085062448,-0.03676005416869074,-0.18751512497910927,0.10719199605279886,0.08096764501672668,0.07172918828798618,2000.0,1
154,0.385202,0.158924,-0.306385,0.130626,0.0492,-0.116604,0.06913508208315564,0.006272422775451591,-0.18842666222206544,0.10789266237899658,0.08347943554642102,0.07116412709883878,2000.0,1
155,0.065866,-0.322128,-0.12633,-0.041394,-0.195116,-0.254989,0.042666488174892964,-0.08563073680823487,-0.16976062716510476,0.10210519993431748,0.0844030402278291,0.07145506970416707,2000.0,1
156,-0.160248,-0.31315,-0.282342,-0.083122,-0.151814,-0.199661,-0.061802107958867224,-0.1593154492643732,-0.2599138941339068,0.10415871108666595,0.08114395876354522,0.07037984955364567,2000.0,1
157,-0.0115,-0.127735,-0.217946,0.03579,-0.161379,-0.215875,-0.03574731224033488,-0.08794404741037017,-0.24338644472569612,0.10597064252698661,0.08448968814240204,0.07134766673124118,1389.4887281195581,0
158,-0.321932,-0.021531,-0.279563,-0.008497,-0.111675,-0.220971,-0.1192546258550054,-0.06256698571346991,-0.26797413628591293,0.10800819873516966,0.08378464334992364,0.07239840980038835,2000.0,1
159,0.131965,-0.023603,-0.122655,0.05427,-0.073482,-0.149471,0.0011088973449577743,-0.003973966788162501,-0.17414798751061938,0.10662268661792233,0.08036147808597274,0.07032626273644393,2000.0,1
160,-0.417314,-0.177131,-0.125673,-0.065351,-0.055713,-0.03062,-0.12775875996141994,-0.06435787453033365,-0.1801699983192622,0.10357443918813142,0.0818485337738165,0.06964507147641062,2000.0,1
161,0.113851,0.206135,0.007041,-0.036508,0.104513,0.025035,0.01406964633114968,0.08232562822293585,-0.04781490831059379,0.10330231842021093,0.08216993169576141,0.06801347913809677,2000.0,1
162,0.050945,-0.057435,0.088605,0.025221,0.054144,0.043624,0.0427137383967841,0.04746406210088789,0.02795850170360919,0.10416620159129458,0.07917369570828273,0.06943391203207586,1230.3455557004356,0
163,0.422141,-0.024703,-0.092795,-0.05525,0.053527,0.008036,0.10110980993106204,-0.009077008083904143,-0.005693881996566075,0.10748148610864737,0.08150809911215279,0.07101383944041255,2000.0,1
164,-0.203193,-0.001251,0.028285,0.016834,0.140342,0.098293,0.004357059990777207,0.005903509179604905,0.005368887094156799,0.10766005333071274,0.08142066684980068,0.07118811433439243,1044.7734151153034,0
165,-0.034007,0.306699,0.08153,-0.013475,0.111525,0.116269,0.023948568980860233,0.11462454799623117,0.07685025343028837,0.10781758360635176,0.08341199293723979,0.07156788224228137,2000.0,1
166,0.441085,-0.007936,-0.101836,0.081428,-0.10295,0.041045,0.08060917254111674,-0.0036123489451574844,0.008405195808738285,0.10097152046033774,0.08366533611814643,0.0735763397075465,2000.0,1
167,0.112482,-0.147971,-0.085746,-0.125796,-0.23872,-0.04349,0.04495497600545207,-0.06514103467696813,-0.04964485200261804,0.10688158693210266,0.08287698181901232,0.0684669681682957,1013.3533234829567,0
168,-0.162941,-0.011336,-0.201986,-0.023698,-0.198417,-0.213865,-0.05558565135648313,-0.06900747923652577,-0.12676764986237288,0.10279570995674164,0.08149837986322322,0.06300006784071455,2000.0,1
169,-0.272988,0.173005,-0.278029,-0.317781,-0.248893,-0.238074,-0.13233157360921952,-0.03059929967814903,-0.18684587316110196,0.1055239123902065,0.08317054828101489,0.07012224230947613,2000.0,1
170,-0.242115,-0.509542,-0.369425,-0.242515,-0.253158,-0.342287,-0.23284402280893202,-0.23388915506275257,-0.3547698713851617,0.10902274029692653,0.08156065054947946,0.07095187584329049,2000.0,1
171,-0.317968,-0.379376,-0.480027,-0.374359,-0.268619,-0.478037,-0.2704731610255226,-0.2601268082711632,-0.47962978226047526,0.10480937026736341,0.08144128609223256,0.07015486519523659,1037.8398374800308,0
172,-0.485269,-0.251315,-0.579323,-0.345533,-0.158889,-0.513749,-0.32296493822052486,-0.2411776048964969,-0.5747127243552002,0.1011811515208923,0.08261356272586005,0.07056284434322233,2000.0,1
173,-0.262011,-0.349149,-0.456594,-0.244147,-0.221526,-0.5257,-0.25508234091075027,-0.2033853773991022,-0.5588681666053497,0.10766981385334848,0.08337184148241174,0.07068766843702808,2000.0,1
174,-0.376449,-0.386467,-0.44513,-0.056839,-0.22483,-0.588728,-0.25570385893999986,-0.2023391057363155,-0.5506352138580043,0.10557014754429567,0.08665921455901698,0.07246599117745994,2000.0,1
175,0.109448,-0.15177,-0.484155,0.082423,-0.106822,-0.437717,-0.10869792859711162,-0.12682014578311224,-0.501863930906191,0.11015333266863421,0.08213024539261533,0.07192185365557353,2000.0,1
176,0.119932,-0.081419,-0.238558,0.029928,0.101072,-0.287078,0.01925554960764137,-0.018006743147058638,-0.33854823980396614,0.10780794519287827,0.0807093578775856,0.07139815196386098,2000.0,1
177,0.007274,0.273091,-0.149744,0.052758,0.222835,-0.125782,0.060086939732828734,0.11069696215457654,-0.17878540096640272,0.1049694406930203,0.08227427243612494,0.07250676411654816,2000.0,1
178,-0.36964,0.060327,-0.0245,-0.04663,0.052572,-0.061049,-0.05072955118661861,0.07469771783567516,-0.0885088596682708,0.10670197056762143,0.08529316484002239,0.06861221256333525,2000.0,1
179,-0.000837,0.102624,0.056327,-0.198543,0.03047,-0.100251,0.0009423904933690231,0.08429606055155656,0.006359104018069419,0.10555308558104319,0.08222926608925772,0.07029021829322082,1124.307533222514,0
180,0.008997,-0.167204,-0.203127,-0.063908,-0.243363,-0.253993,-0.06274905001190303,-0.08697992540485248,-0.11266644285573621,0.11070739095951858,0.08101804684496364,0.06914319745582588,2000.0,1
181,-0.371367,-0.181703,-0.549462,-0.226164,-0.272154,-0.37212,-0.26118469068552885,-0.2072285984299393,-0.3704395895853293,0.10501045739767186,0.07718611914445547,0.06342052362313996,2000.0,1
182,-0.27759,-0.283867,-0.418478,-0.22147,-0.227856,-0.463877,-0.2519231312750988,-0.2055726399944484,-0.4432089697083687,0.1023957485502093,0.08127249212045708,0.06804542878134884,1380.8916776460678,0
183,-0.479118,0.049695,-0.382508,-0.178984,-0.268477,-0.505794,-0.25805608379319267,-0.0832704917853072,-0.41782655164394555,0.09938270569319313,0.08111406989592433,0.07221909991272513,2000.0,1
184,-0.299901,-0.089016,-0.480022,-0.094819,-0.12418,-0.457863,-0.2599169589540721,-0.11721911252673389,-0.45771697540318323,0.10447210806460955,0.08341439725306952,0.06916599124309773,1372.7590913423571,0
185,-0.163258,-0.154664,-0.219866,-0.055695,0.124709,-0.31943,-0.15452878856877272,-0.06212739524515126,-0.3513530270660916,0.10315971096045505,0.08578853781433748,0.07016969756620267,2000.0,1
186,0.16485,-0.187605,-0.41096,-0.080834,-0.037249,-0.341948,-0.08138970408123213,-0.116770509651969,-0.37284775895303995,0.1069732531102295,0.0841302822659249,0.07040760210031215,2000.0,1
187,-0.325099,-0.427739,-0.548418,-0.197198,-0.166663,-0.399864,-0.21402586332668305,-0.24532242208817914,-0.5107923652481622,0.10653059768940745,0.08178154849252532,0.06914098352540056,2000.0,1
188,-0.016006,-0.118832,-0.433577,-0.144049,-0.121432,-0.447694,-0.1133403243401789,-0.12589141301045426,-0.46792700351136335,0.1032543683435522,0.08044956040369412,0.07034708013932088,1087.4946529984388,0
189,-0.147289,-0.016933,-0.549041,-0.039625,0.001338,-0.373394,-0.13407034387807118,-0.10180445299669401,-0.4866500121908762,0.10757997589483068,0.08320514889170921,0.07011890452594631,2000.0,1
190,-0.051365,-0.045039,-0.320872,-0.100954,0.025225,-0.296894,-0.0675013964793804,-0.03433636458009476,-0.382457151187608,0.10645471060420564,0.08208987113487937,0.06898152177569043,1089.0645258715026,0
191,-0.263951,0.236752,-0.175307,-0.235672,-0.064887,-0.303992,-0.06157477288480412,0.08903464455794756,-0.23467574113348041,0.1061311740395085,0.0846222788772207,0.0680344329393012,2000.0,1
192,-0.127463,-0.021734,-0.619366,-0.302074,-0.104081,-0.42839,-0.1807741862056063,-0.1185019779182004,-0.4092404869474792,0.09592679420481004,0.07897988807899743,0.06616847913869518,2000.0,1
193,-0.24521,0.140195,-0.495297,-0.138248,0.03128,-0.367347,-0.19055561055089507,-0.05869430800326089,-0.4310502060294936,0.10375661181924761,0.08210112692235673,0.07038948583531177,2000.0,1
194,-0.402583,-0.391437,-0.598402,-0.088078,-0.251776,-0.495199,-0.3008425583836119,-0.23206707925835432,-0.5642268080479305,0.11049889616886743,0.080808702515225,0.07003804955403982,2000.0,1
195,-0.385038,-0.415567,-0.521348,-0.108648,-0.265695,-0.515016,-0.2989500398135074,-0.24218177210361086,-0.5956391510710158,0.10678527626762525,0.08068697027679606,0.06913164172389587,2000.0,1
196,-0.004429,-0.214404,-0.580031,0.101947,-0.219925,-0.54346,-0.18207728001836718,-0.1832557326408441,-0.5919460298833946,0.10477221237886188,0.08337220789214443,0.07002716322315311,1089.2396605538531,0
197,-0.134515,0.111689,-0.290044,0.115297,0.085738,-0.429958,-0.07477715458693153,0.019876034423980574,-0.40306117039631606,0.1010933667458758,0.08479923480272548,0.0698028067062453,2000.0,1
198,0.210713,-0.014847,-0.173585,0.128671,0.2636,-0.26902,0.04634556152488229,0.04365748884890531,-0.24629347836264393,0.10231087710784253,0.08634185887847182,0.06942436840906219,2000.0,1
199,-0.105457,0.058702,-0.151305,-0.012303,0.085748,-0.200832,0.006707210287712485,0.04056014120523726,-0.1679136344201514,0.10423583719383789,0.08201795004945393,0.07007697443188704,1342.876077335111,0
200,0.545108,0.090207,-0.176765,0.070187,0.088096,-0.191328,0.1415619418940135,0.044612028688972696,-0.11008412121214722,0.09877798713740067,0.07773947146503424,0.07056118545970667,2000.0,1
201,-0.232833,-0.011565,-0.016722,0.114709,0.020707,-0.056045,0.03091638022590348,0.032471938923999695,-0.05165537652978746,0.1032104482881158,0.07905575026856305,0.06806219784331785,2000.0,1
202,0.081206,-0.163173,-0.116463,0.04048,-0.041164,-0.030265,0.007094750919521407,-0.0587855061799321,-0.08854020865623623,0.10589874887917934,0.0842015651556699,0.07069953791821626,1017.9892644107535,0
203,-0.112866,-0.022885,0.028797,0.112724,0.058045,-0.056925,0.004150910647950797,0.0012363072449223566,-0.03349499885623515,0.1075355259155279,0.08503356893204479,0.07138255326203707,2000.0,1
204,0.056575,-0.05436,-0.127845,0.155255,-0.027832,-0.016641,-0.004479055330649428,-0.03999313507906745,-0.07887458631032689,0.10972223096131362,0.0836483551925044,0.0701798442042012,1202.989785556268,0
205,0.02564,0.043543,0.044328,-0.002644,0.029923,-0.039209,0.035594448231858006,0.030347325423524623,-0.0077493119611104005,0.1075288741366084,0.08343919255626756,0.07318417110899289,2000.0,1
206,-0.595717,0.13787,0.096776,-0.130643,0.047151,-0.021838,-0.1369427862560128,0.05904540456636855,0.03518953533920823,0.11222182498047753,0.08113507478309885,0.07216704844871256,2000.0,1
207,-0.131611,0.277129,0.003288,-0.178976,0.115001,-0.017798,-0.10454567396686824,0.07570506747578178,0.03414469199378418,0.11174703141392006,0.07887912723969774,0.07195919114784781,2000.0,1
208,0.222714,-0.007121,-0.075901,-0.157868,0.037031,-0.05828,-0.025459938895865977,-0.01386096354969969,-0.016388611411285645,0.1050853640082038,0.08148727854390007,0.07094996888957292,2000.0,1
209,-0.185655,-0.131743,-0.077828,-0.094967,-0.06332,-0.117859,-0.08064581467530187,-0.0699895295022477,-0.07342208548611348,0.10616396023371671,0.08024922831368123,0.07133715783670914,1160.7726459668263,0
210,0.102755,-0.054832,-0.55116,0.050794,-0.12048,-0.265008,-0.13729985698953426,-0.17056660212620386,-0.31948979662283267,0.11250944987666281,0.07711754709696575,0.0819756885966943,2000.0,1
211,0.411792,0.348362,-0.032315,0.206808,0.256735,-0.062541,0.1328495858579086,0.10497655511848236,-0.10460903882326464,0.10169671027087876,0.07107263886034644,0.06055922039582905,2000.0,1
212,-0.040347,0.029922,-0.029664,-0.007557,0.095052,-0.018329,0.07037554608819095,0.06048677563743422,-0.03549394071822764,0.1062062704295028,0.08158058933075574,0.06861731786892541,1338.802447320607,0
213,-0.141985,0.047008,-0.031682,-0.025793,-0.071551,-0.026619,-0.001686199799013462,0.026558197409731556,-0.022264779561720006,0.10564188883963099,0.0834297540258721,0.07242926656541569,2000.0,1
214,-0.425911,-0.029507,0.001943,0.029237,-0.176445,-0.06871,-0.12156251286074146,-0.010730539045618253,-0.03600176052467757,0.10893782331945381,0.08120871270154774,0.07093832332845043,2000.0,1
215,0.35978,0.192201,-0.033771,0.231582,-0.001552,-0.026294,0.04810019730528663,0.06732585600198211,0.009733771785668451,0.10986415718455886,0.08557449301865062,0.06939475446399974,2000.0,1
216,0.171589,0.385765,-0.123237,0.194223,0.119017,-0.009216,0.06256981263446468,0.10595199303820745,0.006193406380985216,0.11067848634693152,0.07912384871086449,0.07189460943426047,2000.0,1
217,-0.011297,-0.052129,0.148043,0.19124,0.077834,0.162183,0.05488157788041445,0.054617272264105086,0.0791384010810893,0.10457566283727383,0.08494058240062642,0.07124507191361103,1153.1251786791424,0
218,0.180018,0.2542,0.238313,0.154699,0.252115,0.231557,0.133420755110557,0.15041337621646853,0.20032853601588857,0.10663839081603414,0.08082006892282069,0.06931674586227667,2000.0,1
219,0.081219,0.219076,0.30157,0.197955,0.217384,0.290076,0.12821087779898965,0.15859095888639377,0.2820696659642252,0.10610028425397555,0.08138734762267967,0.07087685990201863,1274.8646855393035,0
220,0.090214,0.274003,0.4156,0.195899,0.288714,0.399408,0.14847241072379896,0.19430420492908085,0.37518869308168395,0.10593194815846235,0.08249761335977633,0.07070527714714113,2000.0,1
221,0.128371,0.047345,0.452132,0.007113,0.144734,0.348195,0.13920870357993728,0.12823413954177382,0.41378744763183245,0.10396272061382322,0.08157260338971657,0.0708385578064144,1327.2262316393828,0
222,-0.295509,-0.166976,0.107033,-0.027833,0.055859,0.215636,-0.08007784159633617,-0.07651479129897927,0.1965824522951584,0.09731660305278796,0.08238837221885005,0.06808523267994564,2000.0,1
223,0.022848,0.034053,0.136696,-0.186615,0.020151,0.119126,-0.03541928307992786,-0.023763819234794335,0.14210629783861117,0.10388578207778118,0.08245877085295916,0.06950689630611495,1331.0437517308528,0
224,-0.703965,-0.154022,0.133642,-0.424428,-0.038768,0.004649,-0.210016555291325,-0.0775121624814534,0.06444127103603257,0.1067465008233605,0.08512841575329497,0.0695658861474691,2000.0,1
225,-0.585913,-0.27418,-0.362166,-0.453373,-0.287079,-0.188704,-0.41818380145500933,-0.2705182507496893,-0.25914040404040506,0.11944845289817142,0.08702839598077351,0.07590903611672865,2000.0,1
226,0.011489,-0.136316,-0.195214,-0.3731,-0.017209,-0.213179,-0.1950798536428395,-0.14270920303894427,-0.25223824220267516,0.10445764848261699,0.07781871859578486,0.07176019042393975,2000.0,1
227,-0.071549,-0.279352,-0.304848,-0.29702,-0.114404,-0.24631,-0.15269904157322634,-0.17094227890694028,-0.3147368539878537,0.10311192377140774,0.08046724609133468,0.06787260101571678,1213.966172106692,0
228,-0.185289,0.041673,-0.297883,-0.20481,0.006528,-0.260812,-0.13130452887798122,-0.06614618380038005,-0.3031365222165351,0.10356514245531659,0.08178609825960492,0.06971548130080214,2000.0,1
229,-0.415975,-0.090369,-0.361668,-0.227869,-0.113007,-0.271187,-0.21269802143997774,-0.10381398455479803,-0.35126571072869067,0.10397442001982446,0.08257852839252515,0.07155138243131505,1017.679080747714,0
230,-0.161099,-0.032069,-0.325673,-0.055245,-0.118961,-0.308718,-0.16155330556105324,-0.07659172965955126,-0.33925313077202973,0.10648033626645009,0.0821336287604935,0.07357786492201472,2000.0,1
231,-0.003658,0.238329,-0.063684,-0.018313,-0.089551,-0.24781,-0.013186282917225525,0.09594793540853407,-0.1468637003260217,0.11197013675905225,0.07817557491697195,0.0682919355834916,2000.0,1
232,-0.234155,-0.15835,-0.512115,-0.241659,-0.199944,-0.385672,-0.18940856954165472,-0.1437891000200358,-0.33596350080554716,0.10510459135695281,0.08491106799578692,0.0640869230736273,2000.0,1
233,-0.467703,-0.258432,-0.726759,-0.449529,-0.331194,-0.609798,-0.34650474653266256,-0.2779263190895765,-0.5808121781055404,0.09849255565647529,0.08084721821486797,0.07489735961115472,2000.0,1
234,-0.430853,-0.343341,-0.806076,-0.424686,-0.181707,-0.675882,-0.3845773725136996,-0.31164913185213877,-0.7471452519366353,0.10714522989838268,0.0814949977982748,0.06931192895689839,2000.0,1
235,-0.528174,-0.435175,-0.533634,-0.485299,-0.242138,-0.706376,-0.3535335483260282,-0.24443059819825308,-0.7020279228354254,0.10658119190954705,0.08388439900645411,0.06888190593528837,2000.0,1
236,-0.822761,-0.135012,-0.876499,-0.534365,-0.372436,-0.830265,-0.48806246289813865,-0.2516698528247076,-0.8237913145181708,0.10876726002886031,0.08394080824080413,0.06977829127843799,2000.0,1
237,-0.606384,-0.410916,-0.904272,-0.503082,-0.272394,-0.901708,-0.4999929305990515,-0.319039140680193,-0.9203737131279275,0.1057279483655639,0.0820630138399448,0.07115793415437133,1147.9961335799562,0
238,-0.199683,-0.511079,-1.016014,-0.382608,-0.354487,-0.975736,-0.40501983580505385,-0.3673019070322443,-1.0114060624301304,0.10538266765980658,0.08212875010362373,0.07065331256092822,2000.0,1
239,-0.639083,-0.414322,-1.230517,-0.365416,-0.408458,-1.136074,-0.49623082515328226,-0.3928191453116376,-1.1608270081552192,0.10821033463862005,0.08093054935256562,0.0690191866983406,2000.0,1
240,-0.298211,-0.330943,-1.194255,-0.260299,-0.317414,-1.17074,-0.4098962213477798,-0.330018053976105,-1.1819354439674086,0.10796513754704187,0.08298769966281062,0.0706004075816418,1329.456576011488,0
241,-0.407838,-0.254447,-0.913118,-0.243887,-0.119071,-1.158942,-0.31192415591264194,-0.20665259271274128,-1.0352724352854497,0.10864825644639835,0.08145893986914272,0.07100342476456926,2000.0,1
242,-0.346892,-0.308319,-0.920007,-0.369162,-0.262573,-1.059214,-0.29039237309406446,-0.2117266222124582,-0.9697513811984009,0.10761783347670754,0.08292793190416746,0.07103027394781547,1260.531819557305,0
243,-0.381714,0.038655,-1.123346,-0.303988,-0.145751,-1.038052,-0.33549294711442085,-0.17920193514162683,-1.0010696592980728,0.10707995446664459,0.08003690232168857,0.06973958138965893,2000.0,1
244,-0.090064,-0.264656,-0.911757,-0.385542,-0.143757,-0.976515,-0.23734734487497267,-0.18859652851336295,-0.929918605427874,0.11130434507764686,0.08177850752538791,0.07277908237691247,1137.3057737197273,0
245,-0.190798,-0.387331,-0.99802,-0.292114,-0.17828,-0.914867,-0.25764318223693294,-0.2634024936984718,-0.9665847576867458,0.10800947839064978,0.07841794324763766,0.07145788935511144,2000.0,1
246,-0.509452,0.055899,-0.961344,-0.247091,-0.08549,-0.783707,-0.30467901415530013,-0.14447442416414097,-0.9252024981123811,0.1086018456150321,0.08234118243478068,0.07176455821040588,2000.0,1
247,-0.250123,-0.308938,-0.743192,-0.384369,-0.382783,-0.845144,-0.2457187070868732,-0.16749168662770372,-0.8268076029458318,0.10519913145052784,0.08340893942518428,0.07128657206217624,2000.0,1
248,-0.38209,-0.454679,-0.87933,-0.22716,-0.361602,-0.995339,-0.30402396072178595,-0.27808851113514177,-0.8772540705140491,0.10792303614405177,0.08196908577693784,0.06729366897593576,2000.0,1
249,-0.309939,-0.383404,-0.713734,-0.19454,-0.146079,-0.818339,-0.25748008257435306,-0.2291944870341238,-0.8114737035112827,0.10715382735944864,0.08162219379010272,0.07097088450923807,2000.0,1
250,-0.060693,-0.258942,-0.84463,-0.123456,-0.147248,-0.797643,-0.20814261276283122,-0.21637526812042868,-0.8172868035012666,0.10660038724063829,0.08348878687877441,0.07004417983429513,1208.2442414744387,0
251,-0.208315,-0.144746,-0.795809,-0.109966,-0.13654,-0.779131,-0.20017740298492648,-0.16303754329284684,-0.7813171597608364,0.1040732919313071,0.08111317491651855,0.0694304809298329,2000.0,1
252,0.284478,0.316869,-0.399335,0.105906,0.142019,-0.474312,0.043457805504182385,0.13099277402948406,-0.4723411464650207,0.08971685092533797,0.09059249777197029,0.07390567393134424,2000.0,1
253,-0.151671,0.001993,-0.228932,0.003231,0.157481,-0.268082,0.007573872787002577,0.07769737134520704,-0.3011259345827067,0.09787865479854009,0.08181541509321331,0.07137328149943864,1061.2961582974674,0
254,-0.076627,0.205177,-0.1037,0.047162,0.217855,-0.064337,0.023093208187094476,0.11789885417912635,-0.14451681273020536,0.10093130544671035,0.0811958051754873,0.07281344721443578,2000.0,1
255,-0.014827,0.308824,-0.069271,0.116447,0.207553,0.092636,0.02956848238749576,0.1367201869016968,-0.04546319214218094,0.1041483904468348,0.08055613088668391,0.07083244676622956,1029.3608023052466,0
256,-0.186686,-0.267119,0.088011,-0.073558,0.090071,0.076623,-0.04015989251143701,-0.013437269316299356,-0.007715032251810072,0.1063477115558588,0.08096141170349005,0.06812571278530638,2000.0,1
257,0.025652,0.310029,0.294292,-0.194187,0.154961,0.186391,0.07131901339835373,0.16949755589707255,0.1757327719820809,0.10328219379271603,0.07489417835094764,0.06446437576765623,2000.0,1
258,0.086913,-0.086019,0.13479,-0.038846,0.091348,0.254549,0.04340993108961883,0.028664782656375263,0.14635890865944481,0.10497245949183509,0.0812894492192321,0.07144753040358713,1082.2187060979563,0
259,0.308233,0.105626,0.234004,-0.033756,0.055827,0.170128,0.1409122958736297,0.08935497394069111,0.21461698368738372,0.10909917960126048,0.07997066769937852,0.07070504139668565,2000.0,1
260,0.462848,0.07375,0.124362,0.009319,0.036748,0.091207,0.19368997855260384,0.05791536804852104,0.2016657815544822,0.105081952046544,0.08059317998574729,0.07262411720146812,2000.0,1
261,-0.202876,0.174069,0.244203,0.003267,0.011381,0.169188,0.0724154634926842,0.10357971578285849,0.23215741060674927,0.10453744091575025,0.08491799042808369,0.07132486386346698,2000.0,1
262,0.106446,0.117182,0.270731,0.092362,0.034544,0.183534,0.08841489702410056,0.09728250041783444,0.2613828864230092,0.10681325712477538,0.08128530368863958,0.0703674494529019,1400.97005815199,0
263,-0.147693,-0.333349,0.052391,0.087547,0.023244,0.121837,-0.052271156788294894,-0.10635009700703313,0.08697491815673589,0.10178438465590768,0.07887777722531575,0.0738254095182407,2000.0,1
264,-0.091834,-0.161598,-0.135945,0.063687,-0.043882,0.025751,-0.1022930571828077,-0.142319160472159,-0.073417898879609,0.10228381175183074,0.07851708993549252,0.0704018004097125,2000.0,1
265,-0.017576,0.070449,-0.07554,0.10844,0.049718,-0.022188,-0.052075747715906916,-0.030104355294110288,-0.07460845855624305,0.10294620472576997,0.08224292991010948,0.07125217676458913,1167.4001235162684,0
266,-0.126103,0.12078,0.216203,0.085328,0.150027,0.12729,-0.0020663553904327375,0.09198438877746805,0.07473743785101465,0.10607986045751322,0.07871466984336241,0.0696614160165452,2000.0,1
267,-0.030999,0.20436,0.107615,0.179379,0.132719,0.161815,0.0031537060995653716,0.10013781750662173,0.11374312457253273,0.10512169759184888,0.08341121209047123,0.07092876919631809,1216.633379867302,0
268,0.024214,0.235146,0.147997,0.053071,0.116741,0.217401,0.032556039825241086,0.11496156396205022,0.15711237836478814,0.10240904732263416,0.08293694187444633,0.06972240377145403,2000.0,1
269,-0.066847,0.312585,0.131132,0.176497,0.221318,0.313267,0.018113300712910417,0.1288975606168793,0.17586321499877947,0.10363730345491248,0.08591373928587334,0.0704099234091071,2000.0,1
270,0.202852,0.056935,0.488164,0.034427,0.089076,0.312899,0.13035215199028907,0.15523154133859907,0.34342265643490255,0.09277284505952706,0.081985475124141,0.06877455538496734,2000.0,1
271,-0.172775,-0.286969,0.342681,0.010776,-0.010019,0.260109,0.004799558272776412,-0.015488105885010857,0.2832275421417204,0.1061550028984185,0.08016958498213649,0.07230915604849562,2000.0,1
272,0.521216,-0.148347,0.252498,-0.040698,-0.080025,0.175508,0.15039773030753562,-0.028200999556543007,0.2472421287750422,0.10432196903419365,0.07930253215856464,0.07064776653104457,2000.0,1
