t,y_obs,S_true,I_true,R_true,S_filt,I_filt,R_filt,I_q05,I_q50,I_q95,R0_mean,R0_q05,R0_q95,ess,log_lik_inc
137,0.0,491.0,1.0,9508.0,471.30599999999964,1.359799999999999,9527.334199999994,0.0,1.0,3.0,3.111852835761108,3.0529303737903115,3.186977895143423,5000.000000000007,-0.7848787782905147
138,1.0,491.0,1.0,9508.0,471.66111804997354,1.625046586639069,9526.713835363384,1.0,2.0,3.0,3.110557837095202,3.0529303737903115,3.186977895143423,3906.3033291067795,-1.3496166409809565
139,1.0,491.0,1.0,9508.0,471.5337785863579,1.6239706094406139,9526.84225080421,1.0,2.0,3.0,3.1103948160438035,3.0529303737903115,3.186977895143423,3596.860495306393,-1.1645746936659016
140,1.0,491.0,1.0,9508.0,471.35381224248283,1.6097656830220037,9527.036422074498,1.0,2.0,3.0,3.1109536903060335,3.0529303737903115,3.186977895143423,3286.900760597213,-1.1589565254361602
141,0.0,491.0,1.0,9508.0,471.0735004818476,1.228319677410631,9527.698179840743,0.0,1.0,2.0,3.1120762016480015,3.0529303737903115,3.186977895143423,3194.8783287151505,-0.6741444986085758
142,0.0,491.0,1.0,9508.0,470.81295577985753,0.8982661157359662,9528.288778104408,0.0,1.0,2.0,3.1128598179314313,3.0529303737903115,3.186977895143423,2529.46664747496,-0.5065544006119618
143,0.0,491.0,1.0,9508.0,470.64639999999963,0.6175999999999995,9528.735999999992,0.0,1.0,2.0,3.11339296849406,3.0529303737903115,3.186977895143423,5000.000000000007,-0.3598898241057098
144,0.0,491.0,0.0,9509.0,470.50799133250626,0.39536899489257216,9529.096639672607,0.0,0.0,1.0,3.113734420807649,3.0529303737903115,3.186977895143423,4633.010096752359,-0.23942504547863486
145,0.0,491.0,0.0,9509.0,470.446749922561,0.23878357856939292,9529.314466498861,0.0,0.0,1.0,3.114033728120163,3.0529303737903115,3.186977895143423,4039.785281144306,-0.14864844681902767
146,0.0,491.0,0.0,9509.0,470.42206949389094,0.1385963333082401,9529.439334172803,0.0,0.0,1.0,3.114210117655354,3.0529303737903115,3.186977895143423,3586.4064990081083,-0.08808204347604764
147,0.0,491.0,0.0,9509.0,470.4145086649532,0.07830891347607068,9529.507182421574,0.0,0.0,1.0,3.114295769926555,3.0529303737903115,3.186977895143423,3305.9809381198274,-0.05041235500732366
148,0.0,491.0,0.0,9509.0,470.40623948656423,0.043888490110012716,9529.54987202333,0.0,0.0,0.0,3.114340437931694,3.0529303737903115,3.186977895143423,3143.1340138066557,-0.028517473391511672
149,0.0,491.0,0.0,9509.0,470.4026195359929,0.023731457699134866,9529.57364900631,0.0,0.0,0.0,3.114369980828358,3.0529303737903115,3.186977895143423,3053.68613201358,-0.015494881813475914
150,0.0,491.0,0.0,9509.0,470.40105898033073,0.012860352566437597,9529.5860806671,0.0,0.0,0.0,3.1143869333934457,3.0529303737903115,3.186977895143423,3004.6656954132604,-0.008438200268858331
151,1.0,491.0,0.0,9509.0,470.9539999999996,1.0399999999999991,9528.005999999994,1.0,1.0,1.0,3.1116652680713957,3.0529303737903115,3.186977895143423,5000.000000000007,-5.658646875165896
152,0.0,491.0,0.0,9509.0,470.96249990276215,0.8908877112866376,9528.146612385943,0.0,1.0,1.0,3.1113488094154387,3.0529303737903115,3.186977895143423,4815.187500660939,-0.4631187720352319
153,0.0,491.0,0.0,9509.0,470.94886274688173,0.7034754678398829,9528.347661785267,0.0,1.0,1.0,3.1109910246642647,3.0529303737903115,3.186977895143423,4160.52649187837,-0.3813783265941453
154,0.0,491.0,0.0,9509.0,470.9021354516858,0.5127042223851281,9528.585160325933,0.0,1.0,1.0,3.110698219284587,3.0529303737903115,3.186977895143423,3229.7226975895455,-0.29104491077726014
155,0.0,491.0,0.0,9509.0,470.8857999999996,0.3323999999999997,9528.781799999993,0.0,0.0,1.0,3.110375282552716,3.0529303737903115,3.186977895143423,5000.000000000007,-0.20056505912300526
156,1.0,491.0,0.0,9509.0,470.9527999999997,1.0423999999999993,9528.004799999992,1.0,1.0,1.0,3.1131785824838283,3.0529303737903115,3.186977895143423,5000.000000000007,-2.392262598341051
157,0.0,491.0,0.0,9509.0,471.00916222109385,0.8823258470750002,9528.108511931827,0.0,1.0,1.0,3.113159471056561,3.0529303737903115,3.186977895143423,4804.498285022984,-0.4599622525849991
158,0.0,491.0,0.0,9509.0,470.92797505895413,0.6968348764269027,9528.375190064613,0.0,1.0,1.0,3.1133453281615573,3.0529303737903115,3.186977895143423,4132.320038892561,-0.3783751334063705
159,0.0,491.0,0.0,9509.0,470.85118654570323,0.5074693787059259,9528.641344075591,0.0,0.0,1.0,3.113591949096376,3.0529303737903115,3.186977895143423,3198.5577569872667,-0.28839289667070656
160,0.0,491.0,0.0,9509.0,470.79099999999966,0.33379999999999976,9528.875199999991,0.0,0.0,1.0,3.1137859706064908,3.0529303737903115,3.186977895143423,5000.000000000007,-0.19936619999145666
161,0.0,491.0,0.0,9509.0,470.7178805145552,0.2059310644676704,9529.076188420979,0.0,0.0,1.0,3.113734946510328,3.0529303737903115,3.186977895143423,4788.4217015826725,-0.12702316410669212
162,0.0,491.0,0.0,9509.0,470.67325816741925,0.12163869301637996,9529.20510313957,0.0,0.0,1.0,3.113731605683218,3.0529303737903115,3.186977895143423,4448.730040777924,-0.07683328561138403
163,0.0,491.0,0.0,9509.0,470.65004032291654,0.06823081777798976,9529.281728859301,0.0,0.0,1.0,3.113738628372454,3.0529303737903115,3.186977895143423,4188.179268097149,-0.04388388331852333
164,0.0,491.0,0.0,9509.0,470.64727172364775,0.038931114984841524,9529.313797161372,0.0,0.0,0.0,3.1137415361559766,3.0529303737903115,3.186977895143423,4019.1174296271633,-0.025292927603763005
165,0.0,491.0,0.0,9509.0,470.641080707808,0.021607733862854188,9529.337311558324,0.0,0.0,0.0,3.1137416517994096,3.0529303737903115,3.186977895143423,3919.5930433018293,-0.014098152887781268
166,0.0,491.0,0.0,9509.0,470.6413252162549,0.011863768340295,9529.346811015395,0.0,0.0,0.0,3.11373374912454,3.0529303737903115,3.186977895143423,3863.06001017632,-0.007780672238384412
167,0.0,491.0,0.0,9509.0,470.64252501927484,0.006547444184855741,9529.350927536543,0.0,0.0,0.0,3.113727080929189,3.0529303737903115,3.186977895143423,3831.253538612357,-0.004306173209304376
168,0.0,491.0,0.0,9509.0,470.64291033488524,0.0035440026731034446,9529.353545662441,0.0,0.0,0.0,3.11372492653928,3.0529303737903115,3.186977895143423,3813.939362430985,-0.0023215281671458143
169,0.0,491.0,0.0,9509.0,470.6432868329615,0.0019123271125706669,9529.35480083993,0.0,0.0,0.0,3.113723498883024,3.0529303737903115,3.186977895143423,3804.5490171507017,-0.0012518481493337674
170,0.0,491.0,0.0,9509.0,470.64361531164354,0.0010397210712217349,9529.35534496729,0.0,0.0,0.0,3.1137223828793976,3.0529303737903115,3.186977895143423,3799.413241499459,-0.0006824361540580526
171,0.0,491.0,0.0,9509.0,470.64364644662976,0.0005727959961191026,9529.355780757374,0.0,0.0,0.0,3.113722012301578,3.0529303737903115,3.186977895143423,3796.573951124139,-0.000376794879624498
172,0.0,491.0,0.0,9509.0,470.6436678374482,0.000313719811022127,9529.356018442737,0.0,0.0,0.0,3.113721933383128,3.0529303737903115,3.186977895143423,3795.0101621850895,-0.0002076554431411637
173,0.0,491.0,0.0,9509.0,470.64377171890396,0.00017071301795363296,9529.356057568077,0.0,0.0,0.0,3.1137217572594906,3.0529303737903115,3.186977895143423,3794.163573249034,-0.0001127704506824756
174,0.0,491.0,0.0,9509.0,470.6438327976349,9.344446732652379e-05,9529.3560737579,0.0,0.0,0.0,3.113721549548549,3.0529303737903115,3.186977895143423,3793.6982748659725,-6.239392625140283e-05
175,0.0,491.0,0.0,9509.0,470.6438884875863,5.226554003597744e-05,9529.356059246878,0.0,0.0,0.0,3.113721451092693,3.0529303737903115,3.186977895143423,3793.4369351344462,-3.5469764629425526e-05
176,0.0,491.0,0.0,9509.0,470.6439256638107,2.935153029294497e-05,9529.35604498465,0.0,0.0,0.0,3.113721386044929,3.0529303737903115,3.186977895143423,3793.2902503434743,-2.034276198159546e-05
177,0.0,491.0,0.0,9509.0,470.64394448814164,1.5780016646940202e-05,9529.35603973184,0.0,0.0,0.0,3.1137213489368714,3.0529303737903115,3.186977895143423,3793.21164386244,-1.1364072014075077e-05
178,0.0,491.0,0.0,9509.0,470.6439579132009,8.52813171308428e-06,9529.35603355866,0.0,0.0,0.0,3.1137213384982907,3.0529303737903115,3.186977895143423,3793.169025963509,-6.618574667882626e-06
179,0.0,491.0,0.0,9509.0,470.6439630511584,4.728924417121568e-06,9529.356032219916,0.0,0.0,0.0,3.1137213363033656,3.0529303737903115,3.186977895143423,3793.145402258518,-4.114286843659443e-06
180,0.0,491.0,0.0,9509.0,470.64396829405746,2.541591936199549e-06,9529.356029164346,0.0,0.0,0.0,3.113721331061515,3.0529303737903115,3.186977895143423,3793.132719422363,-2.671909326679156e-06
181,0.0,491.0,0.0,9509.0,470.64397119506935,1.4168815342616371e-06,9529.356027388043,0.0,0.0,0.0,3.113721326999169,3.0529303737903115,3.186977895143423,3793.1256661210255,-1.9297796107764498e-06
182,0.0,491.0,0.0,9509.0,470.64397259454086,7.707516111027061e-07,9529.356026634698,0.0,0.0,0.0,3.113721325856317,3.0529303737903115,3.186977895143423,3793.1218439810455,-1.503835552085775e-06
183,0.0,491.0,0.0,9509.0,470.64397332761285,4.219517655215531e-07,9529.356026250436,0.0,0.0,0.0,3.1137213255920377,3.0529303737903115,3.186977895143423,3793.1197469072713,-1.2764347498972484e-06
184,0.0,491.0,0.0,9509.0,470.64397358381893,2.324137932972593e-07,9529.356026183763,0.0,0.0,0.0,3.1137213254803315,3.0529303737903115,3.186977895143423,3793.1185963310168,-1.1516674263134519e-06
185,0.0,491.0,0.0,9509.0,470.6439737538683,1.339632738614731e-07,9529.356026112177,0.0,0.0,0.0,3.1137213253600526,3.0529303737903115,3.186977895143423,3793.117930862278,-1.0877209497550666e-06
186,0.0,491.0,0.0,9509.0,470.64397386854785,7.314996509629374e-08,9529.356026058305,0.0,0.0,0.0,3.113721325353805,3.0529303737903115,3.186977895143423,3793.117566872678,-1.0479804046781283e-06
187,0.0,491.0,0.0,9509.0,470.6439739588609,4.0687280535588755e-08,9529.356026000454,0.0,0.0,0.0,3.1137213253848355,3.0529303737903115,3.186977895143423,3793.1173652387733,-1.0265789622820876e-06
188,0.0,491.0,0.0,9509.0,470.64397403487834,2.2464899598671287e-08,9529.356025942661,0.0,0.0,0.0,3.1137213253884584,3.0529303737903115,3.186977895143423,3793.117253847824,-1.0146833133717337e-06
189,0.0,491.0,0.0,9509.0,470.64397405897364,1.2655597660677741e-08,9529.356025928375,0.0,0.0,0.0,3.1137213254097897,3.0529303737903115,3.186977895143423,3793.1171907088956,-1.0083228332291583e-06
190,1.0,491.0,0.0,9509.0,470.6322544937687,0.0034209580271522036,9529.364324548198,0.0,0.0,0.0,3.11372961736934,3.0529303737903115,3.186977895143423,3816.172162806051,-13.81223986636071
191,0.0,491.0,0.0,9509.0,470.63555038488187,0.001964325280273292,9529.36248528983,0.0,0.0,0.0,3.1137277629007514,3.0529303737903115,3.186977895143423,3807.4711103183163,-0.0012948412102478102
192,0.0,491.0,0.0,9509.0,470.6376422965066,0.0010605220617625334,9529.361297181425,0.0,0.0,0.0,3.113727274713077,3.0529303737903115,3.186977895143423,3802.541985416711,-0.0006977910840166857
193,0.0,491.0,0.0,9509.0,470.6386522576514,0.0006103301318555647,9529.360737412222,0.0,0.0,0.0,3.113727966685211,3.0529303737903115,3.186977895143423,3799.6206965562474,-0.0004025118805675021
194,0.0,491.0,0.0,9509.0,470.63930889930873,0.0003356592500299298,9529.360355441437,0.0,0.0,0.0,3.11372874121323,3.0529303737903115,3.186977895143423,3797.982442674349,-0.00022243984588321553
195,0.0,491.0,0.0,9509.0,470.63965046813536,0.00019436231906702674,9529.360155169537,0.0,0.0,0.0,3.113728848492388,3.0529303737903115,3.186977895143423,3797.023408948855,-0.00012930293998181241
196,0.0,491.0,0.0,9509.0,470.63982470919643,0.00010947978506669405,9529.360065811012,0.0,0.0,0.0,3.1137290859172966,3.0529303737903115,3.186977895143423,3796.479438040712,-7.332569530760225e-05
197,0.0,491.0,0.0,9509.0,470.63990515469607,5.866586367042454e-05,9529.360036179449,0.0,0.0,0.0,3.1137292783555868,3.0529303737903115,3.186977895143423,3796.1885146767686,-3.9537105129383576e-05
198,0.0,491.0,0.0,9509.0,470.63993887962215,3.271724322038324e-05,9529.360028403127,0.0,0.0,0.0,3.1137293384243607,3.0529303737903115,3.186977895143423,3796.0265555840992,-2.2406836345467696e-05
199,0.0,491.0,0.0,9509.0,470.639938589743,1.796897506709159e-05,9529.36004344128,0.0,0.0,0.0,3.113729402290388,3.0529303737903115,3.186977895143423,3795.935972198197,-1.2956828447485691e-05
