t,y_obs,abs_y,bpf_ess,bpf_max_w,bpf_entropy,bpf_rel_entropy,bpf_ll_inc,bpf_filtered_mean,apf_ess,apf_max_w,apf_entropy,apf_rel_entropy,apf_ll_inc,apf_filtered_mean
337,0.18335338,0.18335338,586.6164534302649,0.006248410104810498,6.557104355822568,0.9492380796658393,-0.4243654492780822,-1.1307379122849848,991.1952769991723,0.001353538323861905,6.903341745318572,0.9993610755614065,-0.006658441844758833,-1.1365633594090836
338,0.2648273,0.2648273,588.2028962983877,0.006315175921019995,6.561621723592557,0.9498920356309173,-0.46465550423511903,-1.18094708643542,993.5757705688668,0.0013403479522106612,6.9045413381488725,0.9995347344103166,-0.0030432871185475108,-1.1984474423547962
339,-0.10818718,0.10818718,565.5259573896941,0.006495699444829528,6.543994536531022,0.9473402389401503,-0.33148033117472675,-1.2599740743345333,990.4198077145101,0.0013616047698860807,6.902948530738905,0.9993041519206887,-0.004847182811425377,-1.2658664392242507
340,0.42985927,0.42985927,548.1015232612025,0.006953074054939378,6.524562507236463,0.9445271645752139,-0.6457435541554455,-1.2708346751849953,998.2350149347494,0.0011871983943141315,6.906868566339849,0.9998716351974736,-0.0017508807517998548,-1.289007555305443
341,-0.39230981,0.39230981,526.1805520325872,0.007631305008077905,6.500007500129712,0.9409724632120281,-0.5813394780424073,-1.2991707914014952,997.9034155607325,0.001187766904901155,6.906704165265088,0.9998478357042777,-0.000609076665041286,-1.3182336495488842
342,-0.34670426,0.34670426,1000.0,0.0010000000000000002,6.907755278982141,1.0000000000000007,-0.5066651260658306,-1.3382302472753844,996.8481221105887,0.001291959719248384,6.906176352404843,0.9997714269667171,-0.0004360289859777211,-1.3564234387248408
343,1.14448005,1.14448005,701.6765969125602,0.0028253036010771155,6.6765456021913945,0.9665289710690488,-2.6205632613021095,-1.0531663739675676,862.8584056617962,0.005308063366392292,6.839206286275142,0.9900765169091087,0.0014496053836126066,-1.0654993955987218
344,-0.31131215,0.31131215,763.66547809969,0.002200881175489441,6.728899315374113,0.9741079473165154,-0.5333190175503111,-1.0973711164411666,994.7404426458961,0.0012575456060078532,6.905116191598731,0.9996179529707088,-0.0018534513914554296,-1.1237372186292034
345,-0.18336517,0.18336517,819.4616201230849,0.0021986059541254056,6.776453447725974,0.9809921130738855,-0.4123456924232931,-1.1560532103124281,991.6393603083188,0.0013331021111033878,6.903545311284084,0.9993905447532483,-0.006419942118425226,-1.1780483345691146
346,-1.7932478,1.7932478,1000.0,0.0010000000000000002,6.907755278982141,1.0000000000000007,-4.691899389310757,-0.7159051665293126,687.582358808858,0.006501264851443335,6.717601554979044,0.9724724289840343,0.0197522698068342,-0.6537692993783164
347,-0.58086794,0.58086794,997.2750851779275,0.0010483636484746193,6.906347145547016,0.9997961518064478,-0.9229372065455124,-0.7407813306793953,998.4064818362749,0.0011981548836471599,6.906958556380703,0.9998846625901965,-0.0019793156853022964,-0.685008987066424
348,-0.5975045,0.5975045,990.9065431860266,0.0010925100769396932,6.902903088001153,0.999297573410606,-0.9451962544754808,-0.7600942957678967,998.6242855718164,0.001225638975027093,6.907065837989908,0.9999001931938257,-0.0020000450007833237,-0.7080503836768413
349,-0.11634652,0.11634652,943.8405574221754,0.0016277468544157818,6.876570057484187,0.9954854767955033,-0.5357170587742219,-0.8309961935153597,989.6572948379213,0.001354038415752129,6.902541748271295,0.9992452641270161,-0.002567100966651026,-0.7916161309928762
350,-0.15433774,0.15433774,858.6367131490128,0.0026603510164670114,6.825283705941478,0.9880610169715204,-0.5113676821500661,-0.9092679594417028,990.4726864414678,0.001319204514508679,6.902950429017497,0.9993044267246612,-0.003633353573469833,-0.8803940372499239
351,-0.03316353,0.03316353,730.0854612712333,0.0050412191864586805,6.740345787233142,0.9757649938383945,-0.44720374420180686,-0.9851179435853126,989.0601831537463,0.001377160065012143,6.902242534597114,0.9992019485111472,0.0016906221103134556,-0.9782648305823571
352,-0.61555846,0.61555846,753.8704833983422,0.0033650244074415778,6.748252326696457,0.9769095826583506,-0.9769768080963646,-0.9725146842731078,997.4755967757061,0.0014003527435781976,6.906515253126361,0.9998204878711398,0.0003025987465283819,-0.9720702951677699
353,0.32864739,0.32864739,674.3069675321403,0.004411720498655357,6.6826360851476725,0.9674106587823945,-0.5773141858953874,-1.0297132968707365,994.6582058858469,0.0013409345220532379,6.90508030057029,0.9996127572121749,0.00025055467699264256,-1.041987340189558
354,0.37504041,0.37504041,608.6735283533725,0.005256759604378524,6.620050617227053,0.9583504843273084,-0.6136131169258752,-1.0728178886098299,996.4378833583603,0.0012575527781758299,6.905966150349716,0.9997409971025082,0.001411702645325974,-1.0957053768799085
355,0.40656796,0.40656796,557.0667512129145,0.005816138632969363,6.562082205438351,0.949958697205799,-0.6425695615436506,-1.1170576901275073,997.2663021841463,0.0012223154598079693,6.906381947380786,0.9998011898879033,0.00016207806956547444,-1.134786754095287
356,-0.00648812,0.00648812,1000.0,0.0010000000000000002,6.907755278982141,1.0000000000000007,-0.3387054916521812,-1.2116861086189719,989.6155057667934,0.0013204656714275005,6.9025227775076905,0.9992425178276991,-0.006493045671679631,-1.2148756278940138
357,-0.64492026,0.64492026,983.0062506620229,0.001094864729817423,6.897604757196682,0.9985305614667127,-1.0709409626066888,-1.1583717331372454,993.1905655739151,0.001543832440224984,6.904341778748153,0.9995058452281351,-0.0005316039364373637,-1.1658442905970987
358,0.32478661,0.32478661,984.7248554472609,0.001222254244387358,6.898902892785264,0.9987184858410072,-0.517304352584004,-1.203477372079411,995.7712563256684,0.0012368145334943545,6.905637536227609,0.9996934253358726,-0.005113319656540938,-1.2068062419631849
359,-0.47511007,0.47511007,972.5490896766112,0.0012550638016474369,6.891647549857293,0.9976681673750293,-0.7273620146408,-1.21311373905864,998.4047763327129,0.0012515582171957122,6.906956557815641,0.9998843732682705,-0.001714108846885054,-1.2198867889288203
360,0.5246585,0.5246585,959.7490327563304,0.001300486821603642,6.883580134632947,0.9965002894033107,-0.8190054101587725,-1.2102585821625151,997.7192931840872,0.001442222597564908,6.906625524772028,0.9998364513268808,0.0015837000819685088,-1.223981286534645
361,-0.59135423,0.59135423,943.5616751175488,0.0013667241625305762,6.87264626489673,0.9949174496392148,-0.9531345837072722,-1.1795951467465309,996.1794042633913,0.0014686553875006805,6.905793343817443,0.9997159807947071,0.0014895682342501715,-1.2011244719624008
362,0.54570439,0.54570439,925.8168797532902,0.001413480952428268,6.860085650422931,0.9930991144541198,-0.8578809196429482,-1.1668637950413654,998.3266759511988,0.001181671002529022,6.906914249015679,0.9998782484421507,0.0004949591125322783,-1.1842373204496668
363,0.29699657,0.29699657,901.8128068819134,0.00164968957633953,6.844032532120838,0.9907751875554734,-0.48137125113795953,-1.2259352344772239,994.561553100664,0.001214121580550971,6.905024814972687,0.9996047248492201,-0.0022870982490239555,-1.2343945347829939
