section,t,y_obs,h_true,h_mean,h_q05,h_q95,vol_mean,vol_q05,vol_q95,ess,parameter,true_value,post_mean,post_std,ci_low,ci_high,value
filtered,142.0,0.24664346,-1.26452016,-1.1725194259970952,-1.2700708865868207,-1.061519352619923,0.5564045101601249,0.5299167059914233,0.5881579902283108,983.5503254996718,,,,,,,
filtered,143.0,-0.14957378,-1.24871454,-1.1732870583047916,-1.2707705142705616,-1.0634483087302478,0.5561909940991293,0.5297313662117292,0.5875909982233926,992.620108730748,,,,,,,
filtered,144.0,-0.08880607,-1.25677634,-1.171873631879814,-1.2718522653157716,-1.0629041686036942,0.5565842005490578,0.5294449249537049,0.5877508858927979,995.3650918236693,,,,,,,
filtered,145.0,0.64896017,-1.22618868,-1.1773597876858015,-1.2781910090723807,-1.060033531051351,0.5550595388163537,0.5277695734058837,0.5885951014893462,909.3808147638481,,,,,,,
filtered,146.0,0.48340628,-1.60440178,-1.1853516059117002,-1.2804472392235262,-1.0763258892377114,0.5528459968485832,0.5271745242987372,0.5838197771106615,942.888520742998,,,,,,,
filtered,147.0,0.07705783,-1.55979286,-1.1865472721610488,-1.283305763809051,-1.077306355147037,0.5525155859739472,0.5264215918266214,0.5835336395590972,995.4036088409867,,,,,,,
filtered,148.0,-0.60040193,-1.59878627,-1.1749935230927322,-1.2715575107598265,-1.0553209723824164,0.5557166363232177,0.5295229588556517,0.5899836312028565,924.2014008773768,,,,,,,
filtered,149.0,0.61929002,-1.53162336,-1.181458941924976,-1.2788235137867368,-1.0662597067428763,0.5539230665272254,0.5276026914240481,0.5867656024060253,919.6704916037278,,,,,,,
filtered,150.0,0.63289977,-1.74575387,-1.1891521931460591,-1.2927103013470358,-1.0784226264661183,0.5517964246929665,0.5239520268456392,0.5832080394992722,914.7273894491453,,,,,,,
filtered,151.0,0.04581393,-1.77266003,-1.1855812113071318,-1.2780326009736325,-1.0711165381506196,0.5527825322797452,0.5278113765487011,0.5853424203408883,995.2014232564514,,,,,,,
filtered,152.0,0.09124203,-1.90741501,-1.1848984663931819,-1.2767386900226467,-1.0753779846326785,0.5529712692239267,0.528152957490703,0.5840965454205858,995.3490527058893,,,,,,,
filtered,153.0,-0.06262024,-1.68518587,-1.1835309705231951,-1.2770499684281105,-1.079965404747698,0.5533494914769761,0.5280707625820196,0.5827583326225813,996.0622648212685,,,,,,,
filtered,154.0,0.07605009,-1.40478355,-1.1878578153722728,-1.2833903250086791,-1.0897559580825733,0.5521536567927087,0.5263993348764858,0.5799125405069925,994.9993826110963,,,,,,,
filtered,155.0,0.66486822,-1.32677704,-1.192675427508476,-1.2944368260803876,-1.093142064200029,0.5508252263217261,0.5234999139530196,0.5789315484765999,908.9296685123724,,,,,,,
filtered,156.0,0.26617613,-1.25112476,-1.1901128298294148,-1.2915749119895021,-1.090194825044874,0.5515314503904173,0.5242495560680962,0.5797853022401447,978.8711670732006,,,,,,,
filtered,157.0,0.10814028,-1.28807666,-1.1901142116656749,-1.2933586841399811,-1.0878344827286146,0.5515310693274705,0.5237821936370914,0.5804699520542729,992.4353321906556,,,,,,,
filtered,158.0,0.60353589,-1.38404793,-1.1958738022146467,-1.2997353573568693,-1.0925325898062566,0.5499450575509941,0.5221148591185483,0.5791079973377719,922.7425138914242,,,,,,,
filtered,159.0,0.58377997,-1.54927204,-1.1981800189508403,-1.3020515286812668,-1.100595239083686,0.5493112767823185,0.5215105553714738,0.5767781243920748,927.2113937227101,,,,,,,
filtered,160.0,0.50831885,-1.56139154,-1.2010573957352482,-1.3075241136167883,-1.1027854706702973,0.5485215572410886,0.5200855005395052,0.5761468312914335,935.5371477599914,,,,,,,
filtered,161.0,0.58709852,-1.43191944,-1.2075504093613705,-1.309178937993187,-1.102366856859092,0.5467436657982879,0.5196553534364712,0.5762674354230624,922.8533672044367,,,,,,,
filtered,162.0,-0.89727342,-1.30934565,-1.1907234631605332,-1.29796458914541,-1.0881714325369538,0.5513630843508198,0.5225773360208149,0.5803721656722342,827.8855660919072,,,,,,,
filtered,163.0,-0.50981072,-1.31010826,-1.1823690030436382,-1.2857893592766172,-1.0863168777510335,0.5536710719414037,0.525768288406183,0.5809105812526838,947.220066638799,,,,,,,
filtered,164.0,0.78699374,-1.37854699,-1.1861966720788935,-1.2821742750645677,-1.0858261981659656,0.5526124504687914,0.5267194961405226,0.5810531192185716,878.5232740160423,,,,,,,
filtered,165.0,-0.48930941,-1.27156051,-1.17443960429208,-1.2691885635866829,-1.0781953417196875,0.5558705685850746,0.5301505364150478,0.583274320411048,949.5501837429485,,,,,,,
filtered,166.0,0.26374851,-1.4154713,-1.1792184572480984,-1.268897246604332,-1.0734744479372875,0.5545439422993201,0.5302277629664928,0.5846527346641881,979.6023980101291,,,,,,,
filtered,167.0,0.01224535,-1.58549118,-1.181582005017685,-1.2711734454025576,-1.0869490682279956,0.5538889838329717,0.529624654331954,0.5807269872020978,997.0015585943189,,,,,,,
filtered,168.0,0.39473381,-1.52112503,-1.1809986864790738,-1.2740239493704442,-1.0833156285399381,0.5540505542498825,0.5288703434118786,0.5817829643606051,961.337445893519,,,,,,,
filtered,169.0,-1.12850477,-1.41417705,-1.1613947308685457,-1.2517851094971963,-1.0588877367011813,0.5595080489106921,0.5347838915348783,0.588932402570451,716.8749065791501,,,,,,,
filtered,170.0,-0.04558331,-1.35609673,-1.1624284626446248,-1.2573367447322241,-1.0622927032734937,0.5592189330096365,0.5333014873808237,0.5879306080096179,996.0682431597475,,,,,,,
filtered,171.0,0.62787297,-1.28333029,-1.1704778989804643,-1.2654252443897227,-1.072243673576909,0.5569727575537192,0.5311490383863301,0.5850126331890744,918.9051258259367,,,,,,,
filtered,172.0,0.23535856,-1.58431612,-1.1724778519525243,-1.2698465165035226,-1.0780949424880892,0.5564160762732895,0.5299761580539091,0.5833036012927765,982.4343707619114,,,,,,,
filtered,173.0,-0.79520314,-1.47815069,-1.1595763132255712,-1.256797492443344,-1.062293939316791,0.5600169898962115,0.5334452987914772,0.5879302446558865,860.6732979075524,,,,,,,
filtered,174.0,-0.22510984,-1.24241381,-1.1620423889406921,-1.2588060364285805,-1.070160729228229,0.5593268932918459,0.5329098435346692,0.5856222249495061,987.3059847775115,,,,,,,
filtered,175.0,-0.52733777,-1.1081538,-1.156580184124996,-1.2560072332236016,-1.0624669719880058,0.5608565602045785,0.5336561204724777,0.5878793812858141,939.0944316097704,,,,,,,
filtered,176.0,0.31715963,-0.98284463,-1.1622266599053157,-1.2577754412301956,-1.0687158581855791,0.5592753618127378,0.5331845214619889,0.5860454521056452,974.668574088404,,,,,,,
filtered,177.0,0.05387154,-0.94842759,-1.1636342820434962,-1.263802655950772,-1.0684280135665976,0.5588818761084644,0.5315801313788339,0.5861298031904347,995.8194085315653,,,,,,,
filtered,178.0,-0.56028428,-0.90942328,-1.1541001470968593,-1.252839167366283,-1.0538105530540436,0.5615524641006554,0.5345021192079183,0.5904293608313294,930.5068846147373,,,,,,,
filtered,179.0,-0.03655725,-0.93426988,-1.1595811478568216,-1.2602499846555897,-1.0536242012958603,0.5600156361600277,0.5325252352781142,0.5904843771691244,996.4465637847007,,,,,,,
filtered,180.0,0.43446928,-0.8787327,-1.1670615685763588,-1.2739789784265023,-1.0604206169448454,0.5579249720749857,0.52888223544486,0.5884811940823063,957.5033913006367,,,,,,,
filtered,181.0,0.25015332,-1.04115113,-1.1684939303219566,-1.2716607455997329,-1.0684480446886282,0.5575255399314323,0.5294956269521168,0.5861239328010256,982.4538543251552,,,,,,,
filtered,182.0,-0.92001077,-0.81769827,-1.15322696571965,-1.2539402467187937,-1.0488425014049625,0.5617976862045931,0.5342079355715642,0.5918978257084573,804.6572541230312,,,,,,,
filtered,183.0,0.36526597,-0.94650482,-1.1625920085495753,-1.261363763828055,-1.0612257749350251,0.5591732058960502,0.5322287600798191,0.5882443315956932,968.0652842420542,,,,,,,
filtered,184.0,-0.27342267,-0.8214519,-1.1572396974681567,-1.2560345042604117,-1.055247289419702,0.5606716445023204,0.5336488438442354,0.5900053674742023,983.7912153282639,,,,,,,
filtered,185.0,0.0566487,-0.62746425,-1.1563812098002249,-1.2550149249647902,-1.061390654376065,0.5609123610079444,0.5339209618559727,0.5881958388962888,994.8972978159777,,,,,,,
filtered,186.0,0.04564194,-0.51236732,-1.1612170616551598,-1.2627493687658944,-1.061091517343805,0.5595577547959273,0.531860158379633,0.5882838210546227,996.1691150913841,,,,,,,
filtered,187.0,-1.22736004,-0.17784833,-1.1394953839485833,-1.2375588111036702,-1.0384786854488297,0.5656681433084653,0.538601450480193,0.5949729463887539,694.6378667666881,,,,,,,
filtered,188.0,1.85935028,-0.50304123,-1.1419220079163992,-1.2389752988681488,-1.0324985107168583,0.5649822275703129,0.5382201243498145,0.5967546298460057,489.55449372999163,,,,,,,
filtered,189.0,0.24035301,-0.5866049,-1.1498319965817925,-1.2474072414217239,-1.0412796200267982,0.5627521389630157,0.5359557803236022,0.5941402894300141,986.3252277014994,,,,,,,
filtered,190.0,-1.67000262,-0.40257415,-1.1228413592404318,-1.210525752645643,-1.0180730313968283,0.5703981349443998,0.5459308954687473,0.6010744256857824,490.63494463027473,,,,,,,
filtered,191.0,-0.56138737,-0.60824401,-1.1184730635003242,-1.2133150712700511,-1.021434637057286,0.571645330349703,0.5451700385529803,0.600064986661543,936.6518942323038,,,,,,,
filtered,192.0,0.53749356,-0.73911713,-1.1289307432740991,-1.2264985117864746,-1.0259843806618159,0.568664089453321,0.5415882482149346,0.5987014672478157,938.6676767455766,,,,,,,
filtered,193.0,-0.01634741,-0.66831544,-1.1332338430871451,-1.2334563221433041,-1.0423262627092544,0.5674418955618695,0.5397073876184555,0.5938294444798642,997.112285196909,,,,,,,
filtered,194.0,-0.82929601,-0.89018086,-1.1237662567246038,-1.2262586558922937,-1.0280379810458578,0.5701344160273472,0.5416532036766211,0.5980870359693436,860.3583830899445,,,,,,,
filtered,195.0,-0.27989099,-0.8853224,-1.121120624741902,-1.2227763405791576,-1.0217600570013239,0.5708890979927258,0.542597128822185,0.5999673580471437,984.1767341523991,,,,,,,
filtered,196.0,0.25102188,-0.81985486,-1.12918300160591,-1.229291637164243,-1.0345445155697666,0.5685923688491631,0.5408324141823913,0.5961444605672154,981.2103627849838,,,,,,,
filtered,197.0,0.3940429,-0.804523,-1.137750478723985,-1.2432702043273611,-1.044821783624624,0.5661618773062291,0.537065562202162,0.5930889496565865,964.1976080470281,,,,,,,
filtered,198.0,0.23367428,-0.7760056,-1.1443455185169273,-1.2515824449940742,-1.0462295554705954,0.5642980219900898,0.5348380851364395,0.5926716295839374,983.4794325863969,,,,,,,
filtered,199.0,0.12620616,-0.88842643,-1.1527296479553761,-1.2598030734219747,-1.0557352871546055,0.5619373995589952,0.5326442443291541,0.5898614243944365,993.3632453933336,,,,,,,
parameters,,,,,,,,,,,mu,-1.0,-1.1585428030102984,0.10063849325286478,-1.355471788682286,-0.9479208376978205,
parameters,,,,,,,,,,,phi,0.97,0.9250768591690995,0.05280467698179114,0.7907004875946926,0.9962028003246106,
parameters,,,,,,,,,,,sigma,0.15,0.023936491455780317,0.02513292031913068,0.003852918029679438,0.10686355457750943,
parameters,,,,,,,,,,,rho,-0.5,-0.2677836840346554,0.4847893368684192,-0.9205446492829208,0.7698321063253779,
diagnostics,,,,,,,,,,,ll_basic,,,,,,-168.0791396903574
diagnostics,,,,,,,,,,,ll_leverage,,,,,,-167.1600527017494
diagnostics,,,,,,,,,,,ll_posterior,,,,,,-166.5863747621048
diagnostics,,,,,,,,,,,rmse_h,,,,,,0.3138995726415325
diagnostics,,,,,,,,,,,p_rho_neg,,,,,,0.7066666666666667
